"iteration","method","agents","neighbour","tax_rate","gini_coefficient","dd","ds","pa","tr","cy"
20,"null",100,20,0.05,0.39,473,442,965,68,17
1,"null",200,20,0.05,0.33,990,1057,1999,127,49
5,"null",200,20,0.05,0.38,1074,1094,2230,165,60
10,"null",200,20,0.05,0.38,1167,1213,2379,183,53
20,"null",200,20,0.05,0.4,1050,1043,2100,129,47
1,"winlo",10,10,0.05,0.42,11,17,12,30,2
5,"winlo",10,10,0.05,0.54,24,22,4,45,5
10,"winlo",10,10,0.05,0.68,28,3,8,33,9
20,"winlo",10,10,0.05,0.68,48,13,1,15,0
1,"winlo",20,20,0.05,0.5,112,142,89,96,1
5,"winlo",20,20,0.05,0.69,272,81,80,130,45
10,"winlo",20,20,0.05,0.65,186,104,76,79,0
20,"winlo",20,20,0.05,0.65,218,113,70,122,30
1,"winlo",50,20,0.05,0.54,605,671,451,141,4
5,"winlo",50,20,0.05,0.65,999,840,279,147,0
10,"winlo",50,20,0.05,0.67,1244,775,323,159,0
20,"winlo",50,20,0.05,0.7,1176,749,358,146,0
1,"winlo",100,20,0.05,0.51,1338,1508,818,246,3
5,"winlo",100,20,0.05,0.64,2016,1588,935,324,2
10,"winlo",100,20,0.05,0.68,2105,1547,909,360,0
20,"winlo",100,20,0.05,0.72,2181,1215,689,234,0
1,"winlo",200,20,0.05,0.52,2452,2824,1757,415,10
5,"winlo",200,20,0.05,0.69,4043,2724,1577,523,2
10,"winlo",200,20,0.05,0.7,4431,3023,1757,585,5
20,"winlo",200,20,0.05,0.68,4405,2754,1631,604,4
1,"null",10,10,0.1,0.23,8,19,20,12,9
5,"null",10,10,0.1,0.22,13,12,24,13,1
10,"null",10,10,0.1,0.55,9,14,16,11,11
20,"null",10,10,0.1,0.31,8,13,26,32,9
1,"null",20,20,0.1,0.22,42,42,112,14,8
5,"null",20,20,0.1,0.27,99,102,186,71,55
10,"null",20,20,0.1,0.15,73,107,120,68,25
20,"null",20,20,0.1,0.16,105,76,183,102,42
1,"null",50,20,0.1,0.27,254,252,445,46,5
5,"null",50,20,0.1,0.21,278,267,575,45,17
10,"null",50,20,0.1,0.2,275,274,512,37,14
20,"null",50,20,0.1,0.27,264,231,506,25,14
1,"null",100,20,0.1,0.23,476,441,947,49,21
5,"null",100,20,0.1,0.2,564,571,1107,91,20
10,"null",100,20,0.1,0.2,521,589,1072,76,23
20,"null",100,20,0.1,0.18,478,467,1009,54,14
1,"null",200,20,0.1,0.18,1057,1037,2199,170,60
5,"null",200,20,0.1,0.18,992,969,2029,154,50
10,"null",200,20,0.1,0.22,1156,1174,2342,169,45
20,"null",200,20,0.1,0.21,1175,1165,2255,160,44
1,"winlo",10,10,0.1,0.32,7,26,14,23,3
5,"winlo",10,10,0.1,0.44,13,18,12,38,1
10,"winlo",10,10,0.1,0.5,22,14,14,29,1
20,"winlo",10,10,0.1,0.52,19,11,18,37,5
1,"winlo",20,20,0.1,0.41,97,132,144,107,24
5,"winlo",20,20,0.1,0.46,106,203,79,70,1
10,"winlo",20,20,0.1,0.46,122,166,101,121,1
20,"winlo",20,20,0.1,0.46,192,78,76,162,63
1,"winlo",50,20,0.1,0.39,446,543,563,87,10
5,"winlo",50,20,0.1,0.51,856,1018,529,197,3
10,"winlo",50,20,0.1,0.49,780,854,538,192,0
20,"winlo",50,20,0.1,0.48,869,934,546,230,1
1,"winlo",100,20,0.1,0.37,907,1201,1013,161,10
5,"winlo",100,20,0.1,0.51,1744,1748,1010,286,3
10,"winlo",100,20,0.1,0.51,1728,1696,1127,326,7
20,"winlo",100,20,0.1,0.52,1494,1515,1129,269,2
1,"winlo",200,20,0.1,0.38,1883,2336,1867,366,29
5,"winlo",200,20,0.1,0.48,3235,3555,2165,675,2
10,"winlo",200,20,0.1,0.5,3365,3547,1917,636,6
20,"winlo",200,20,0.1,0.51,3433,3467,2084,729,8
1,"null",10,10,0.3,0.7,7,9,26,2,2
5,"null",10,10,0.3,0.23,10,12,7,4,3
10,"null",10,10,0.3,0.31,18,12,12,21,10
20,"null",10,10,0.3,0.37,13,9,15,13,7
1,"null",20,20,0.3,0.27,100,110,215,109,74
5,"null",20,20,0.3,0.22,36,28,64,7,0
10,"null",20,20,0.3,0.27,75,79,136,63,19
20,"null",20,20,0.3,0.42,64,66,63,30,14
1,"null",50,20,0.3,0.33,245,237,482,39,15
5,"null",50,20,0.3,0.26,207,247,429,35,11
10,"null",50,20,0.3,0.2,208,252,464,21,9
20,"null",50,20,0.3,0.23,287,271,542,52,13
1,"null",100,20,0.3,0.22,493,523,1023,80,28
5,"null",100,20,0.3,0.33,544,546,1039,68,25
10,"null",100,20,0.3,0.25,514,467,1018,75,24
20,"null",100,20,0.3,0.28,580,608,1147,111,25
1,"null",200,20,0.3,0.26,1023,950,1975,145,63
5,"null",200,20,0.3,0.23,1096,1089,2121,148,69
10,"null",200,20,0.3,0.19,1038,1043,2078,155,38
20,"null",200,20,0.3,0.22,946,979,1998,144,49
1,"winlo",10,10,0.3,0.31,10,5,8,0,3
5,"winlo",10,10,0.3,0.35,18,9,9,23,9
10,"winlo",10,10,0.3,0.19,15,12,13,19,2
20,"winlo",10,10,0.3,0.35,10,11,31,17,5
1,"winlo",20,20,0.3,0.34,87,97,106,59,19
5,"winlo",20,20,0.3,0.27,148,67,118,106,28
10,"winlo",20,20,0.3,0.32,80,77,179,63,11
20,"winlo",20,20,0.3,0.3,88,84,140,57,7
1,"winlo",50,20,0.3,0.27,319,403,536,64,9
5,"winlo",50,20,0.3,0.29,400,540,499,103,7
10,"winlo",50,20,0.3,0.3,422,518,493,90,8
20,"winlo",50,20,0.3,0.32,428,456,463,76,7
1,"winlo",100,20,0.3,0.29,746,746,944,118,26
5,"winlo",100,20,0.3,0.28,812,934,949,150,10
10,"winlo",100,20,0.3,0.3,769,783,788,106,7
20,"winlo",100,20,0.3,0.26,824,861,998,130,19
1,"winlo",200,20,0.3,0.33,1442,1491,1878,207,35
5,"winlo",200,20,0.3,0.28,1732,1821,2016,266,29
10,"winlo",200,20,0.3,0.27,1783,1817,2008,300,24
20,"winlo",200,20,0.3,0.27,1564,1671,1829,254,27
1,"null",10,10,0,0.35,14,13,18,3,3
5,"null",10,10,0,0.44,12,17,13,16,8
10,"null",10,10,0,0.58,8,9,17,7,4
20,"null",10,10,0,0.42,11,17,18,16,9
1,"null",20,20,0,0.35,87,91,154,79,32
5,"null",20,20,0,0.49,72,106,107,62,45
10,"null",20,20,0,0.55,55,62,115,24,14
20,"null",20,20,0,0.67,60,55,84,46,14
1,"null",50,20,0,0.36,224,246,412,34,9
5,"null",50,20,0,0.61,268,308,536,41,12
10,"null",50,20,0,0.64,312,279,619,57,23
20,"null",50,20,0,0.62,225,247,447,33,14
1,"null",100,20,0,0.37,547,578,1138,98,20
5,"null",100,20,0,0.56,512,523,1016,74,23
10,"null",100,20,0,0.58,520,481,1075,65,24
20,"null",100,20,0,0.66,611,595,1126,94,39
1,"null",200,20,0,0.38,1166,1128,2221,163,51
5,"null",200,20,0,0.57,915,932,1846,124,38
10,"null",200,20,0,0.6,993,998,2035,152,52
20,"null",200,20,0,0.63,1117,1052,2142,174,50
1,"winlo",10,10,0,0.58,17,31,8,15,0
5,"winlo",10,10,0,0.89,36,0,0,3,11
10,"winlo",10,10,0,0.9,15,0,0,0,0
20,"winlo",10,10,0,0.9,0,0,0,0,36
1,"winlo",20,20,0,0.64,140,162,134,111,9
5,"winlo",20,20,0,0.88,228,30,8,16,0
10,"winlo",20,20,0,0.93,96,0,6,4,0
20,"winlo",20,20,0,0.94,111,6,0,0,0
1,"winlo",50,20,0,0.62,714,898,412,167,0
5,"winlo",50,20,0,0.87,1136,255,53,35,0
10,"winlo",50,20,0,0.9,481,48,15,4,0
20,"winlo",50,20,0,0.91,768,60,12,7,0
1,"winlo",100,20,0,0.62,1371,1371,951,219,6
5,"winlo",100,20,0,0.85,1979,487,183,58,0
10,"winlo",100,20,0,0.91,1635,251,120,35,0
20,"winlo",100,20,0,0.94,1078,68,54,13,0
1,"winlo",200,20,0,0.6,2543,2923,1629,408,8
5,"winlo",200,20,0,0.87,3639,688,341,128,1
10,"winlo",200,20,0,0.91,2831,338,131,45,0
20,"winlo",200,20,0,0.94,2087,163,46,26,0
1,"null",10,10,0.05,0.36,7,5,16,3,1
5,"null",10,10,0.05,0.5,10,7,24,16,8
10,"null",10,10,0.05,0.45,15,12,11,9,9
20,"null",10,10,0.05,0.38,14,5,35,17,5
1,"null",20,20,0.05,0.47,39,42,76,15,5
5,"null",20,20,0.05,0.36,92,66,169,85,22
10,"null",20,20,0.05,0.38,78,84,137,59,28
20,"null",20,20,0.05,0.39,56,64,113,27,12
1,"null",50,20,0.05,0.32,273,306,581,54,16
5,"null",50,20,0.05,0.38,271,268,568,46,14
10,"null",50,20,0.05,0.39,248,197,434,49,10
20,"null",50,20,0.05,0.39,265,306,511,41,19
1,"null",100,20,0.05,0.33,493,450,950,78,26
5,"null",100,20,0.05,0.4,509,507,987,71,21
10,"null",100,20,0.05,0.4,554,549,1031,94,22
20,"null",100,20,0.05,0.36,475,497,975,55,26
1,"null",200,20,0.05,0.33,1024,1038,1985,151,40
5,"null",200,20,0.05,0.38,1105,1113,2131,155,49
10,"null",200,20,0.05,0.38,1010,999,2049,128,66
20,"null",200,20,0.05,0.4,1062,1039,2127,154,46
1,"winlo",10,10,0.05,0.58,15,20,13,43,1
5,"winlo",10,10,0.05,0.68,32,22,7,21,0
10,"winlo",10,10,0.05,0.61,34,25,0,20,7
20,"winlo",10,10,0.05,0.58,19,2,16,44,12
1,"winlo",20,20,0.05,0.5,134,163,50,53,0
5,"winlo",20,20,0.05,0.63,222,123,86,154,23
10,"winlo",20,20,0.05,0.64,251,105,46,87,26
20,"winlo",20,20,0.05,0.7,215,159,34,78,0
1,"winlo",50,20,0.05,0.52,720,845,367,135,1
5,"winlo",50,20,0.05,0.6,1021,790,357,167,0
10,"winlo",50,20,0.05,0.66,1066,712,404,175,2
20,"winlo",50,20,0.05,0.63,1084,848,459,195,0
1,"winlo",100,20,0.05,0.54,1525,1541,915,250,3
5,"winlo",100,20,0.05,0.66,2065,1485,777,263,2
10,"winlo",100,20,0.05,0.68,2081,1459,876,313,0
20,"winlo",100,20,0.05,0.7,2199,1341,840,294,2
1,"winlo",200,20,0.05,0.51,2370,2758,1727,419,14
5,"winlo",200,20,0.05,0.68,4106,2965,1612,590,1
10,"winlo",200,20,0.05,0.69,4157,2902,1575,572,1
20,"winlo",200,20,0.05,0.7,4460,2796,1639,549,2
1,"null",10,10,0.1,0.33,7,12,13,7,8
5,"null",10,10,0.1,0.42,7,3,12,0,1
10,"null",10,10,0.1,0.3,14,11,15,10,9
20,"null",10,10,0.1,0.46,11,6,24,30,13
1,"null",20,20,0.1,0.21,76,100,129,86,43
5,"null",20,20,0.1,0.22,82,68,95,39,8
10,"null",20,20,0.1,0.33,80,46,112,43,16
20,"null",20,20,0.1,0.24,78,97,122,54,51
1,"null",50,20,0.1,0.25,257,232,509,41,16
5,"null",50,20,0.1,0.31,252,241,472,23,14
10,"null",50,20,0.1,0.22,279,271,584,51,20
20,"null",50,20,0.1,0.18,210,228,444,36,11
1,"null",100,20,0.1,0.23,614,550,1140,73,32
5,"null",100,20,0.1,0.16,447,473,907,57,19
10,"null",100,20,0.1,0.2,494,507,1045,81,23
20,"null",100,20,0.1,0.19,566,486,1079,92,41
1,"null",200,20,0.1,0.23,1070,1060,2120,146,48
5,"null",200,20,0.1,0.19,1035,1097,2152,173,56
10,"null",200,20,0.1,0.22,1090,1062,2130,142,42
20,"null",200,20,0.1,0.2,988,932,2045,109,42
1,"winlo",10,10,0.1,0.32,9,16,12,33,5
5,"winlo",10,10,0.1,0.47,18,23,10,25,7
10,"winlo",10,10,0.1,0.5,11,17,23,39,1
20,"winlo",10,10,0.1,0.43,17,25,16,22,0
1,"winlo",20,20,0.1,0.26,100,94,157,67,37
5,"winlo",20,20,0.1,0.49,207,202,80,125,7
10,"winlo",20,20,0.1,0.45,161,193,93,116,0
20,"winlo",20,20,0.1,0.5,173,145,76,126,9
1,"winlo",50,20,0.1,0.36,404,602,422,92,5
5,"winlo",50,20,0.1,0.5,658,856,501,157,1
10,"winlo",50,20,0.1,0.53,858,870,588,196,0
20,"winlo",50,20,0.1,0.52,864,1008,497,209,3
1,"winlo",100,20,0.1,0.37,1004,1333,1034,211,10
5,"winlo",100,20,0.1,0.52,1730,1561,1198,305,11
10,"winlo",100,20,0.1,0.51,1618,1861,1183,400,5
20,"winlo",100,20,0.1,0.5,1647,1655,879,282,4
1,"winlo",200,20,0.1,0.35,1706,2351,2083,336,17
5,"winlo",200,20,0.1,0.49,3118,3790,2127,642,9
10,"winlo",200,20,0.1,0.52,3557,3616,2395,754,14
20,"winlo",200,20,0.1,0.51,3197,3482,2184,696,9
1,"null",10,10,0.3,0.24,17,7,18,12,1
5,"null",10,10,0.3,0.27,9,6,18,3,2
10,"null",10,10,0.3,0.36,4,20,14,13,2
20,"null",10,10,0.3,0.35,6,7,13,12,2
1,"null",20,20,0.3,0.21,101,67,108,53,31
5,"null",20,20,0.3,0.27,118,87,178,126,61
10,"null",20,20,0.3,0.23,68,56,133,40,10
20,"null",20,20,0.3,0.31,59,63,141,25,7
1,"null",50,20,0.3,0.33,271,274,521,46,16
5,"null",50,20,0.3,0.34,254,269,523,43,14
10,"null",50,20,0.3,0.21,296,267,606,67,15
20,"null",50,20,0.3,0.31,252,230,456,36,12
1,"null",100,20,0.3,0.18,500,493,943,78,17
5,"null",100,20,0.3,0.27,589,571,1118,88,35
10,"null",100,20,0.3,0.18,564,608,1256,106,39
20,"null",100,20,0.3,0.23,520,504,1006,71,22
1,"null",200,20,0.3,0.18,1040,1081,2026,151,49
5,"null",200,20,0.3,0.24,980,967,2062,134,46
10,"null",200,20,0.3,0.23,1017,1021,1970,124,43
20,"null",200,20,0.3,0.24,1052,1078,2135,172,46
1,"winlo",10,10,0.3,0.62,8,13,18,11,0
5,"winlo",10,10,0.3,0.37,16,8,12,16,3
10,"winlo",10,10,0.3,0.26,10,25,21,13,5
20,"winlo",10,10,0.3,0.37,12,20,26,13,0
1,"winlo",20,20,0.3,0.31,84,70,100,33,11
5,"winlo",20,20,0.3,0.28,54,111,87,42,8
10,"winlo",20,20,0.3,0.37,137,65,144,92,18
20,"winlo",20,20,0.3,0.3,64,91,93,56,37
1,"winlo",50,20,0.3,0.3,365,327,391,57,4
5,"winlo",50,20,0.3,0.39,459,471,511,81,14
10,"winlo",50,20,0.3,0.26,339,469,453,81,8
20,"winlo",50,20,0.3,0.29,388,396,428,63,8
1,"winlo",100,20,0.3,0.31,861,871,951,151,8
5,"winlo",100,20,0.3,0.25,823,899,1092,139,15
10,"winlo",100,20,0.3,0.26,808,879,946,134,12
20,"winlo",100,20,0.3,0.34,813,782,1046,119,16
1,"winlo",200,20,0.3,0.27,1599,1608,2118,214,19
5,"winlo",200,20,0.3,0.29,1787,1888,1971,289,25
10,"winlo",200,20,0.3,0.28,1670,1761,1993,253,25
20,"winlo",200,20,0.3,0.28,1551,1557,1883,268,22
1,"null",10,10,0,0.35,4,19,20,10,13
5,"null",10,10,0,0.54,14,14,21,17,6
10,"null",10,10,0,0.43,12,17,9,24,7
20,"null",10,10,0,0.49,12,18,14,21,6
1,"null",20,20,0,0.38,78,100,131,74,37
5,"null",20,20,0,0.43,75,107,157,89,43
10,"null",20,20,0,0.49,91,84,128,59,28
20,"null",20,20,0,0.59,45,72,126,32,5
1,"null",50,20,0,0.32,200,204,470,35,14
5,"null",50,20,0,0.55,244,253,486,36,6
10,"null",50,20,0,0.59,322,310,620,37,21
20,"null",50,20,0,0.67,272,274,530,43,15
1,"null",100,20,0,0.38,586,543,1095,78,25
5,"null",100,20,0,0.49,550,555,1201,87,37
10,"null",100,20,0,0.61,554,571,1083,94,35
20,"null",100,20,0,0.64,588,537,1161,106,28
1,"null",200,20,0,0.37,1058,1070,2107,144,47
5,"null",200,20,0,0.57,1097,1164,2329,172,64
10,"null",200,20,0,0.6,1014,998,2104,121,44
20,"null",200,20,0,0.63,1036,1062,2081,144,70
1,"winlo",10,10,0,0.58,25,23,3,16,0
5,"winlo",10,10,0,0.85,34,6,0,2,0
10,"winlo",10,10,0,0.88,43,6,0,0,0
20,"winlo",10,10,0,0.9,15,0,0,0,0
1,"winlo",20,20,0,0.6,129,135,85,70,1
5,"winlo",20,20,0,0.84,219,22,15,16,36
10,"winlo",20,20,0,0.87,174,7,10,13,0
20,"winlo",20,20,0,0.94,130,0,5,5,36
1,"winlo",50,20,0,0.62,672,891,423,136,3
5,"winlo",50,20,0,0.9,874,157,81,33,0
10,"winlo",50,20,0,0.92,678,64,22,9,0
20,"winlo",50,20,0,0.95,270,14,0,0,0
1,"winlo",100,20,0,0.59,1295,1502,881,213,6
5,"winlo",100,20,0,0.87,1848,364,281,83,0
10,"winlo",100,20,0,0.93,1538,151,111,47,0
20,"winlo",100,20,0,0.95,1113,72,60,32,0
1,"winlo",200,20,0,0.6,2661,2839,1812,462,10
5,"winlo",200,20,0,0.89,3984,725,429,166,1
10,"winlo",200,20,0,0.92,2429,257,68,31,0
20,"winlo",200,20,0,0.94,2149,116,106,43,0
1,"null",10,10,0.05,0.3,9,18,15,3,9
5,"null",10,10,0.05,0.44,9,17,9,13,11
10,"null",10,10,0.05,0.43,11,18,10,10,0
20,"null",10,10,0.05,0.36,11,9,20,9,3
1,"null",20,20,0.05,0.31,81,98,131,75,34
5,"null",20,20,0.05,0.4,66,100,130,66,36
10,"null",20,20,0.05,0.39,59,75,147,41,22
20,"null",20,20,0.05,0.36,71,51,97,19,10
1,"null",50,20,0.05,0.36,234,225,464,34,10
5,"null",50,20,0.05,0.38,269,281,570,40,14
10,"null",50,20,0.05,0.33,264,278,564,40,15
20,"null",50,20,0.05,0.34,247,243,521,52,17
1,"null",100,20,0.05,0.32,551,523,1100,67,26
5,"null",100,20,0.05,0.38,489,515,1004,77,25
10,"null",100,20,0.05,0.42,498,470,982,61,23
20,"null",100,20,0.05,0.4,478,508,974,65,33
1,"null",200,20,0.05,0.31,1233,1210,2509,175,63
5,"null",200,20,0.05,0.36,1004,994,2089,167,53
10,"null",200,20,0.05,0.4,998,943,1953,129,47
20,"null",200,20,0.05,0.38,1107,1045,2234,153,54
1,"winlo",10,10,0.05,0.52,19,25,6,13,0
5,"winlo",10,10,0.05,0.71,26,13,15,16,0
10,"winlo",10,10,0.05,0.65,30,21,9,18,0
20,"winlo",10,10,0.05,0.71,30,19,5,20,0
1,"winlo",20,20,0.05,0.5,140,118,63,77,8
5,"winlo",20,20,0.05,0.68,253,72,49,77,35
10,"winlo",20,20,0.05,0.69,272,101,66,119,20
20,"winlo",20,20,0.05,0.71,188,112,58,83,0
1,"winlo",50,20,0.05,0.51,563,634,449,128,1
5,"winlo",50,20,0.05,0.69,1085,756,406,218,1
10,"winlo",50,20,0.05,0.66,1003,713,380,179,1
20,"winlo",50,20,0.05,0.69,1134,725,507,217,2
1,"winlo",100,20,0.05,0.51,1242,1377,1010,244,7
5,"winlo",100,20,0.05,0.69,2191,1567,864,339,3
10,"winlo",100,20,0.05,0.69,1931,1308,626,231,2
20,"winlo",100,20,0.05,0.68,2219,1726,930,295,0
1,"winlo",200,20,0.05,0.55,2860,2796,1677,507,6
5,"winlo",200,20,0.05,0.66,4033,2781,1596,620,3
10,"winlo",200,20,0.05,0.7,4049,2646,1786,549,2
20,"winlo",200,20,0.05,0.68,4316,3023,1681,563,2
1,"null",10,10,0.1,0.38,9,7,9,6,2
5,"null",10,10,0.1,0.24,14,8,14,13,9
10,"null",10,10,0.1,0.32,5,16,11,11,6
20,"null",10,10,0.1,0.35,7,7,24,32,13
1,"null",20,20,0.1,0.43,105,84,126,74,35
5,"null",20,20,0.1,0.38,48,49,90,19,5
10,"null",20,20,0.1,0.36,52,131,138,77,60
20,"null",20,20,0.1,0.28,34,26,70,17,4
1,"null",50,20,0.1,0.17,212,240,501,40,8
5,"null",50,20,0.1,0.28,238,244,477,37,13
10,"null",50,20,0.1,0.27,275,261,570,42,18
20,"null",50,20,0.1,0.23,225,244,439,43,9
1,"null",100,20,0.1,0.19,501,469,1041,65,16
5,"null",100,20,0.1,0.24,548,604,1141,70,27
10,"null",100,20,0.1,0.26,506,510,1019,67,15
20,"null",100,20,0.1,0.21,507,476,1025,76,21
1,"null",200,20,0.1,0.19,1013,1048,2019,131,38
5,"null",200,20,0.1,0.2,1032,1040,2110,136,49
10,"null",200,20,0.1,0.18,952,1013,2076,128,31
20,"null",200,20,0.1,0.2,978,1032,2072,158,36
1,"winlo",10,10,0.1,0.38,13,22,13,20,4
5,"winlo",10,10,0.1,0.49,22,18,18,19,0
10,"winlo",10,10,0.1,0.53,21,20,5,35,4
20,"winlo",10,10,0.1,0.43,10,28,12,35,1
1,"winlo",20,20,0.1,0.3,121,98,167,118,27
5,"winlo",20,20,0.1,0.45,144,167,103,113,4
10,"winlo",20,20,0.1,0.5,123,143,126,120,13
20,"winlo",20,20,0.1,0.48,137,215,78,127,0
1,"winlo",50,20,0.1,0.35,481,565,476,102,6
5,"winlo",50,20,0.1,0.49,699,789,466,152,5
10,"winlo",50,20,0.1,0.48,734,766,527,191,1
20,"winlo",50,20,0.1,0.47,736,924,558,188,2
1,"winlo",100,20,0.1,0.38,862,1027,989,162,14
5,"winlo",100,20,0.1,0.5,1637,1729,1068,324,7
10,"winlo",100,20,0.1,0.52,1617,1613,1247,312,9
20,"winlo",100,20,0.1,0.53,1754,1905,1062,352,4
1,"winlo",200,20,0.1,0.38,1867,2331,1735,396,24
5,"winlo",200,20,0.1,0.51,3373,3546,2128,683,8
10,"winlo",200,20,0.1,0.51,3317,3738,2164,710,6
20,"winlo",200,20,0.1,0.52,3525,3503,2159,685,8
1,"null",10,10,0.3,0.3,8,6,21,3,0
5,"null",10,10,0.3,0.25,7,20,19,8,3
10,"null",10,10,0.3,0.26,9,11,27,11,1
20,"null",10,10,0.3,0.46,14,9,28,7,3
1,"null",20,20,0.3,0.2,71,64,154,33,13
5,"null",20,20,0.3,0.37,89,81,116,71,32
10,"null",20,20,0.3,0.24,66,79,148,33,20
20,"null",20,20,0.3,0.29,82,95,66,59,34
1,"null",50,20,0.3,0.29,247,279,552,48,15
5,"null",50,20,0.3,0.26,254,245,504,33,13
10,"null",50,20,0.3,0.25,310,312,612,50,17
20,"null",50,20,0.3,0.23,266,250,519,42,16
1,"null",100,20,0.3,0.23,493,503,958,70,24
5,"null",100,20,0.3,0.22,580,584,1172,94,34
10,"null",100,20,0.3,0.25,529,531,1097,62,24
20,"null",100,20,0.3,0.22,570,573,1108,70,30
1,"null",200,20,0.3,0.24,931,967,1970,143,39
5,"null",200,20,0.3,0.23,1126,1169,2319,154,64
10,"null",200,20,0.3,0.22,1081,1125,2275,146,45
20,"null",200,20,0.3,0.24,1073,1099,2088,153,70
1,"winlo",10,10,0.3,0.32,4,20,17,14,13
5,"winlo",10,10,0.3,0.34,18,11,18,28,9
10,"winlo",10,10,0.3,0.66,17,14,13,8,4
20,"winlo",10,10,0.3,0.29,1,28,11,16,1
1,"winlo",20,20,0.3,0.36,98,124,146,122,69
5,"winlo",20,20,0.3,0.26,79,81,101,30,4
10,"winlo",20,20,0.3,0.35,98,81,114,54,25
20,"winlo",20,20,0.3,0.26,166,70,126,127,37
1,"winlo",50,20,0.3,0.25,385,411,464,77,10
5,"winlo",50,20,0.3,0.25,392,434,415,75,2
10,"winlo",50,20,0.3,0.27,400,563,523,97,6
20,"winlo",50,20,0.3,0.27,388,434,446,66,8
1,"winlo",100,20,0.3,0.27,645,712,864,88,14
5,"winlo",100,20,0.3,0.28,821,985,992,135,19
10,"winlo",100,20,0.3,0.31,897,903,1163,150,16
20,"winlo",100,20,0.3,0.35,758,772,889,153,12
1,"winlo",200,20,0.3,0.27,1567,1512,2066,249,36
5,"winlo",200,20,0.3,0.27,1626,1732,1905,272,31
10,"winlo",200,20,0.3,0.29,1692,1720,1832,265,16
20,"winlo",200,20,0.3,0.28,1631,1625,1936,279,22
1,"null",10,10,0,0.39,12,6,10,4,0
5,"null",10,10,0,0.46,8,5,17,10,5
10,"null",10,10,0,0.57,13,7,24,6,2
20,"null",10,10,0,0.56,13,10,24,12,4
1,"null",20,20,0,0.4,45,77,124,32,22
5,"null",20,20,0,0.56,78,118,107,82,38
10,"null",20,20,0,0.53,69,41,85,18,6
20,"null",20,20,0,0.7,46,101,113,34,13
1,"null",50,20,0,0.37,210,237,451,29,9
5,"null",50,20,0,0.53,213,221,415,39,14
10,"null",50,20,0,0.59,250,241,477,47,13
20,"null",50,20,0,0.6,295,333,650,48,17
1,"null",100,20,0,0.34,511,499,1059,69,30
